2025-09-11 19:11:20,585 - INFO - ✅ Arduino ready and optimized
2025-09-11 19:11:20,585 - INFO - 🚀 Optimized Robot Controller Initialized
2025-09-11 19:11:20,585 - INFO - 📐 Differential Drive Specifications:
2025-09-11 19:11:20,585 - INFO -    Wheel diameter: 5.0 cm
2025-09-11 19:11:20,585 - INFO -    Wheel base: 15.0 cm
2025-09-11 19:11:20,585 - INFO -    Left motor: 4993 ticks/rev
2025-09-11 19:11:20,585 - INFO -    Right motor: 4966 ticks/rev
2025-09-11 19:11:20,586 - INFO -    Left resolution: 0.031 mm/tick
2025-09-11 19:11:20,586 - INFO -    Right resolution: 0.032 mm/tick
2025-09-11 19:11:20,586 - INFO -    360° turn needs: L=14979 ticks, R=14898 ticks
2025-09-11 19:11:20,586 - INFO - 🔄 High-performance threads started
2025-09-11 19:11:24,009 - INFO - 🔄 Movement: L=-13 ticks (0.4mm), R=-12 ticks (0.4mm), Center=0.4mm, Turn=0.0°
2025-09-11 19:12:12,873 - INFO - 🔄 Movement: L=-32 ticks (1.0mm), R=26 ticks (-0.8mm), Center=0.1mm, Turn=0.7°
2025-09-11 19:12:12,873 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-32, R=26 (diff=-58)
2025-09-11 19:12:12,892 - INFO - 🔄 Movement: L=-30 ticks (0.9mm), R=23 ticks (-0.7mm), Center=0.1mm, Turn=0.6°
2025-09-11 19:12:12,893 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-30, R=23 (diff=-53)
2025-09-11 19:12:12,903 - INFO - 🔄 Movement: L=-29 ticks (0.9mm), R=24 ticks (-0.8mm), Center=0.1mm, Turn=0.6°
2025-09-11 19:12:12,903 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-29, R=24 (diff=-53)
2025-09-11 19:12:12,924 - INFO - 🔄 Movement: L=-28 ticks (0.9mm), R=24 ticks (-0.8mm), Center=0.1mm, Turn=0.6°
2025-09-11 19:12:12,924 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-28, R=24 (diff=-52)
2025-09-11 19:12:12,944 - INFO - 🔄 Movement: L=-29 ticks (0.9mm), R=24 ticks (-0.8mm), Center=0.1mm, Turn=0.6°
2025-09-11 19:12:12,944 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-29, R=24 (diff=-53)
2025-09-11 19:12:12,964 - INFO - 🔄 Movement: L=-30 ticks (0.9mm), R=24 ticks (-0.8mm), Center=0.1mm, Turn=0.7°
2025-09-11 19:12:12,965 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-30, R=24 (diff=-54)
2025-09-11 19:12:12,985 - INFO - 🔄 Movement: L=-28 ticks (0.9mm), R=24 ticks (-0.8mm), Center=0.1mm, Turn=0.6°
2025-09-11 19:12:12,985 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-28, R=24 (diff=-52)
2025-09-11 19:12:12,991 - INFO - 🔄 Movement: L=-11 ticks (0.3mm), R=9 ticks (-0.3mm), Center=0.0mm, Turn=0.2°
2025-09-11 19:12:13,006 - INFO - 🔄 Movement: L=-27 ticks (0.8mm), R=24 ticks (-0.8mm), Center=0.0mm, Turn=0.6°
2025-09-11 19:12:13,006 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-27, R=24 (diff=-51)
2025-09-11 19:12:13,012 - INFO - 🔄 Movement: L=-13 ticks (0.4mm), R=9 ticks (-0.3mm), Center=0.1mm, Turn=0.3°
2025-09-11 19:12:13,027 - INFO - 🔄 Movement: L=-25 ticks (0.8mm), R=22 ticks (-0.7mm), Center=0.0mm, Turn=0.6°
2025-09-11 19:12:13,032 - INFO - 🔄 Movement: L=-14 ticks (0.4mm), R=11 ticks (-0.3mm), Center=0.0mm, Turn=0.3°
2025-09-11 19:12:13,048 - INFO - 🔄 Movement: L=-27 ticks (0.8mm), R=21 ticks (-0.7mm), Center=0.1mm, Turn=0.6°
2025-09-11 19:12:13,053 - INFO - 🔄 Movement: L=-13 ticks (0.4mm), R=11 ticks (-0.3mm), Center=0.0mm, Turn=0.3°
2025-09-11 19:12:13,071 - INFO - 🔄 Movement: L=-26 ticks (0.8mm), R=19 ticks (-0.6mm), Center=0.1mm, Turn=0.5°
2025-09-11 19:12:13,077 - INFO - 🔄 Movement: L=-16 ticks (0.5mm), R=14 ticks (-0.4mm), Center=0.0mm, Turn=0.4°
2025-09-11 19:12:13,088 - INFO - 🔄 Movement: L=-26 ticks (0.8mm), R=19 ticks (-0.6mm), Center=0.1mm, Turn=0.5°
2025-09-11 19:12:13,097 - INFO - 🔄 Movement: L=-15 ticks (0.5mm), R=13 ticks (-0.4mm), Center=0.0mm, Turn=0.3°
2025-09-11 19:12:13,107 - INFO - 🔄 Movement: L=-19 ticks (0.6mm), R=15 ticks (-0.5mm), Center=0.1mm, Turn=0.4°
2025-09-11 19:12:13,114 - INFO - 🔄 Movement: L=-13 ticks (0.4mm), R=9 ticks (-0.3mm), Center=0.1mm, Turn=0.3°
2025-09-11 19:12:13,129 - INFO - 🔄 Movement: L=-11 ticks (0.3mm), R=8 ticks (-0.3mm), Center=0.0mm, Turn=0.2°
2025-09-11 19:12:13,733 - INFO - 🔄 Movement: L=18 ticks (-0.6mm), R=-13 ticks (0.4mm), Center=-0.1mm, Turn=-0.4°
2025-09-11 19:12:13,753 - INFO - 🔄 Movement: L=19 ticks (-0.6mm), R=-14 ticks (0.4mm), Center=-0.1mm, Turn=-0.4°
2025-09-11 19:12:13,758 - INFO - 🔄 Movement: L=12 ticks (-0.4mm), R=-9 ticks (0.3mm), Center=-0.0mm, Turn=-0.3°
2025-09-11 19:12:13,775 - INFO - 🔄 Movement: L=21 ticks (-0.7mm), R=-15 ticks (0.5mm), Center=-0.1mm, Turn=-0.4°
2025-09-11 19:12:13,780 - INFO - 🔄 Movement: L=13 ticks (-0.4mm), R=-10 ticks (0.3mm), Center=-0.0mm, Turn=-0.3°
2025-09-11 19:12:13,790 - INFO - 🔄 Movement: L=21 ticks (-0.7mm), R=-14 ticks (0.4mm), Center=-0.1mm, Turn=-0.4°
2025-09-11 19:12:13,800 - INFO - 🔄 Movement: L=16 ticks (-0.5mm), R=-12 ticks (0.4mm), Center=-0.1mm, Turn=-0.3°
2025-09-11 19:12:13,810 - INFO - 🔄 Movement: L=23 ticks (-0.7mm), R=-17 ticks (0.5mm), Center=-0.1mm, Turn=-0.5°
2025-09-11 19:12:13,821 - INFO - 🔄 Movement: L=18 ticks (-0.6mm), R=-12 ticks (0.4mm), Center=-0.1mm, Turn=-0.4°
2025-09-11 19:12:13,831 - INFO - 🔄 Movement: L=22 ticks (-0.7mm), R=-16 ticks (0.5mm), Center=-0.1mm, Turn=-0.5°
2025-09-11 19:12:13,841 - INFO - 🔄 Movement: L=22 ticks (-0.7mm), R=-15 ticks (0.5mm), Center=-0.1mm, Turn=-0.4°
2025-09-11 19:12:13,855 - INFO - 🔄 Movement: L=23 ticks (-0.7mm), R=-17 ticks (0.5mm), Center=-0.1mm, Turn=-0.5°
2025-09-11 19:12:13,861 - INFO - 🔄 Movement: L=21 ticks (-0.7mm), R=-15 ticks (0.5mm), Center=-0.1mm, Turn=-0.4°
2025-09-11 19:12:13,876 - INFO - 🔄 Movement: L=22 ticks (-0.7mm), R=-17 ticks (0.5mm), Center=-0.1mm, Turn=-0.5°
2025-09-11 19:12:13,889 - INFO - 🔄 Movement: L=22 ticks (-0.7mm), R=-17 ticks (0.5mm), Center=-0.1mm, Turn=-0.5°
2025-09-11 19:12:13,895 - INFO - 🔄 Movement: L=24 ticks (-0.8mm), R=-17 ticks (0.5mm), Center=-0.1mm, Turn=-0.5°
2025-09-11 19:12:13,905 - INFO - 🔄 Movement: L=21 ticks (-0.7mm), R=-16 ticks (0.5mm), Center=-0.1mm, Turn=-0.4°
2025-09-11 19:12:13,911 - INFO - 🔄 Movement: L=17 ticks (-0.5mm), R=-11 ticks (0.3mm), Center=-0.1mm, Turn=-0.3°
2025-09-11 19:12:13,922 - INFO - 🔄 Movement: L=14 ticks (-0.4mm), R=-9 ticks (0.3mm), Center=-0.1mm, Turn=-0.3°
2025-09-11 19:12:13,933 - INFO - 🔄 Movement: L=11 ticks (-0.3mm), R=-5 ticks (0.2mm), Center=-0.1mm, Turn=-0.2°
2025-09-11 19:12:13,943 - INFO - 🔄 Movement: L=12 ticks (-0.4mm), R=-4 ticks (0.1mm), Center=-0.1mm, Turn=-0.2°
2025-09-11 19:12:14,313 - INFO - 🔄 Movement: L=14 ticks (-0.4mm), R=-10 ticks (0.3mm), Center=-0.1mm, Turn=-0.3°
2025-09-11 19:12:14,338 - INFO - 🔄 Movement: L=21 ticks (-0.7mm), R=-13 ticks (0.4mm), Center=-0.1mm, Turn=-0.4°
2025-09-11 19:12:14,354 - INFO - 🔄 Movement: L=23 ticks (-0.7mm), R=-16 ticks (0.5mm), Center=-0.1mm, Turn=-0.5°
2025-09-11 19:12:14,374 - INFO - 🔄 Movement: L=28 ticks (-0.9mm), R=-19 ticks (0.6mm), Center=-0.1mm, Turn=-0.6°
2025-09-11 19:12:14,395 - INFO - 🔄 Movement: L=30 ticks (-0.9mm), R=-20 ticks (0.6mm), Center=-0.2mm, Turn=-0.6°
2025-09-11 19:12:14,415 - INFO - 🔄 Movement: L=31 ticks (-1.0mm), R=-22 ticks (0.7mm), Center=-0.1mm, Turn=-0.6°
2025-09-11 19:12:14,415 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=31, R=-22 (diff=53)
2025-09-11 19:12:14,436 - INFO - 🔄 Movement: L=31 ticks (-1.0mm), R=-21 ticks (0.7mm), Center=-0.2mm, Turn=-0.6°
2025-09-11 19:12:14,436 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=31, R=-21 (diff=52)
2025-09-11 19:12:14,441 - INFO - 🔄 Movement: L=11 ticks (-0.3mm), R=-7 ticks (0.2mm), Center=-0.1mm, Turn=-0.2°
2025-09-11 19:12:14,458 - INFO - 🔄 Movement: L=32 ticks (-1.0mm), R=-22 ticks (0.7mm), Center=-0.2mm, Turn=-0.7°
2025-09-11 19:12:14,459 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=32, R=-22 (diff=54)
2025-09-11 19:12:14,464 - INFO - 🔄 Movement: L=11 ticks (-0.3mm), R=-8 ticks (0.3mm), Center=-0.0mm, Turn=-0.2°
2025-09-11 19:12:14,480 - INFO - 🔄 Movement: L=31 ticks (-1.0mm), R=-21 ticks (0.7mm), Center=-0.2mm, Turn=-0.6°
2025-09-11 19:12:14,485 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=31, R=-21 (diff=52)
2025-09-11 19:12:14,485 - INFO - 🔄 Movement: L=14 ticks (-0.4mm), R=-10 ticks (0.3mm), Center=-0.1mm, Turn=-0.3°
2025-09-11 19:12:14,498 - INFO - 🔄 Movement: L=27 ticks (-0.8mm), R=-16 ticks (0.5mm), Center=-0.2mm, Turn=-0.5°
2025-09-11 19:12:14,503 - INFO - 🔄 Movement: L=11 ticks (-0.3mm), R=-6 ticks (0.2mm), Center=-0.1mm, Turn=-0.2°
2025-09-11 19:12:14,519 - INFO - 🔄 Movement: L=17 ticks (-0.5mm), R=-8 ticks (0.3mm), Center=-0.1mm, Turn=-0.3°
2025-09-11 19:12:14,539 - INFO - 🔄 Movement: L=11 ticks (-0.3mm), R=-2 ticks (0.1mm), Center=-0.1mm, Turn=-0.2°
2025-09-11 19:12:14,918 - INFO - 🔄 Movement: L=13 ticks (-0.4mm), R=14 ticks (-0.4mm), Center=-0.4mm, Turn=0.0°
2025-09-11 19:12:14,939 - INFO - 🔄 Movement: L=17 ticks (-0.5mm), R=21 ticks (-0.7mm), Center=-0.6mm, Turn=0.0°
2025-09-11 19:12:14,960 - INFO - 🔄 Movement: L=21 ticks (-0.7mm), R=20 ticks (-0.6mm), Center=-0.6mm, Turn=-0.0°
2025-09-11 19:12:14,980 - INFO - 🔄 Movement: L=24 ticks (-0.8mm), R=24 ticks (-0.8mm), Center=-0.8mm, Turn=0.0°
2025-09-11 19:12:15,001 - INFO - 🔄 Movement: L=27 ticks (-0.8mm), R=26 ticks (-0.8mm), Center=-0.8mm, Turn=-0.0°
2025-09-11 19:12:15,021 - INFO - 🔄 Movement: L=31 ticks (-1.0mm), R=31 ticks (-1.0mm), Center=-1.0mm, Turn=0.0°
2025-09-11 19:12:15,041 - INFO - 🔄 Movement: L=35 ticks (-1.1mm), R=33 ticks (-1.0mm), Center=-1.1mm, Turn=-0.0°
2025-09-11 19:12:15,062 - INFO - 🔄 Movement: L=42 ticks (-1.3mm), R=40 ticks (-1.3mm), Center=-1.3mm, Turn=-0.0°
2025-09-11 19:12:15,080 - INFO - 🔄 Movement: L=35 ticks (-1.1mm), R=33 ticks (-1.0mm), Center=-1.1mm, Turn=-0.0°
2025-09-11 19:12:15,101 - INFO - 🔄 Movement: L=35 ticks (-1.1mm), R=34 ticks (-1.1mm), Center=-1.1mm, Turn=-0.0°
2025-09-11 19:12:15,122 - INFO - 🔄 Movement: L=34 ticks (-1.1mm), R=30 ticks (-0.9mm), Center=-1.0mm, Turn=-0.0°
2025-09-11 19:12:15,127 - INFO - 🔄 Movement: L=13 ticks (-0.4mm), R=13 ticks (-0.4mm), Center=-0.4mm, Turn=0.0°
2025-09-11 19:12:15,143 - INFO - 🔄 Movement: L=34 ticks (-1.1mm), R=30 ticks (-0.9mm), Center=-1.0mm, Turn=-0.0°
2025-09-11 19:12:15,148 - INFO - 🔄 Movement: L=14 ticks (-0.4mm), R=13 ticks (-0.4mm), Center=-0.4mm, Turn=-0.0°
2025-09-11 19:12:15,164 - INFO - 🔄 Movement: L=32 ticks (-1.0mm), R=30 ticks (-0.9mm), Center=-1.0mm, Turn=-0.0°
2025-09-11 19:12:15,169 - INFO - 🔄 Movement: L=17 ticks (-0.5mm), R=16 ticks (-0.5mm), Center=-0.5mm, Turn=-0.0°
2025-09-11 19:12:15,184 - INFO - 🔄 Movement: L=34 ticks (-1.1mm), R=30 ticks (-0.9mm), Center=-1.0mm, Turn=-0.0°
2025-09-11 19:12:15,190 - INFO - 🔄 Movement: L=17 ticks (-0.5mm), R=17 ticks (-0.5mm), Center=-0.5mm, Turn=0.0°
2025-09-11 19:12:15,200 - INFO - 🔄 Movement: L=34 ticks (-1.1mm), R=30 ticks (-0.9mm), Center=-1.0mm, Turn=-0.0°
2025-09-11 19:12:15,210 - INFO - 🔄 Movement: L=17 ticks (-0.5mm), R=16 ticks (-0.5mm), Center=-0.5mm, Turn=-0.0°
2025-09-11 19:12:15,221 - INFO - 🔄 Movement: L=33 ticks (-1.0mm), R=29 ticks (-0.9mm), Center=-1.0mm, Turn=-0.0°
2025-09-11 19:12:15,231 - INFO - 🔄 Movement: L=20 ticks (-0.6mm), R=17 ticks (-0.5mm), Center=-0.6mm, Turn=-0.0°
2025-09-11 19:12:15,241 - INFO - 🔄 Movement: L=33 ticks (-1.0mm), R=29 ticks (-0.9mm), Center=-1.0mm, Turn=-0.0°
2025-09-11 19:12:15,251 - INFO - 🔄 Movement: L=20 ticks (-0.6mm), R=18 ticks (-0.6mm), Center=-0.6mm, Turn=-0.0°
2025-09-11 19:12:15,262 - INFO - 🔄 Movement: L=30 ticks (-0.9mm), R=27 ticks (-0.9mm), Center=-0.9mm, Turn=-0.0°
2025-09-11 19:12:15,277 - INFO - 🔄 Movement: L=29 ticks (-0.9mm), R=26 ticks (-0.8mm), Center=-0.9mm, Turn=-0.0°
2025-09-11 19:12:15,283 - INFO - 🔄 Movement: L=23 ticks (-0.7mm), R=22 ticks (-0.7mm), Center=-0.7mm, Turn=-0.0°
2025-09-11 19:12:15,297 - INFO - 🔄 Movement: L=35 ticks (-1.1mm), R=32 ticks (-1.0mm), Center=-1.1mm, Turn=-0.0°
2025-09-11 19:12:15,303 - INFO - 🔄 Movement: L=16 ticks (-0.5mm), R=15 ticks (-0.5mm), Center=-0.5mm, Turn=-0.0°
2025-09-11 19:12:15,319 - INFO - 🔄 Movement: L=37 ticks (-1.2mm), R=33 ticks (-1.0mm), Center=-1.1mm, Turn=-0.0°
2025-09-11 19:12:15,324 - INFO - 🔄 Movement: L=17 ticks (-0.5mm), R=17 ticks (-0.5mm), Center=-0.5mm, Turn=0.0°
2025-09-11 19:12:15,335 - INFO - 🔄 Movement: L=36 ticks (-1.1mm), R=33 ticks (-1.0mm), Center=-1.1mm, Turn=-0.0°
2025-09-11 19:12:15,345 - INFO - 🔄 Movement: L=17 ticks (-0.5mm), R=15 ticks (-0.5mm), Center=-0.5mm, Turn=-0.0°
2025-09-11 19:12:15,355 - INFO - 🔄 Movement: L=38 ticks (-1.2mm), R=34 ticks (-1.1mm), Center=-1.1mm, Turn=-0.0°
2025-09-11 19:12:15,366 - INFO - 🔄 Movement: L=17 ticks (-0.5mm), R=16 ticks (-0.5mm), Center=-0.5mm, Turn=-0.0°
2025-09-11 19:12:15,376 - INFO - 🔄 Movement: L=39 ticks (-1.2mm), R=35 ticks (-1.1mm), Center=-1.2mm, Turn=-0.0°
2025-09-11 19:12:15,381 - INFO - 🔄 Movement: L=13 ticks (-0.4mm), R=13 ticks (-0.4mm), Center=-0.4mm, Turn=0.0°
2025-09-11 19:12:15,397 - INFO - 🔄 Movement: L=40 ticks (-1.3mm), R=38 ticks (-1.2mm), Center=-1.2mm, Turn=-0.0°
2025-09-11 19:12:15,402 - INFO - 🔄 Movement: L=14 ticks (-0.4mm), R=12 ticks (-0.4mm), Center=-0.4mm, Turn=-0.0°
2025-09-11 19:12:15,417 - INFO - 🔄 Movement: L=41 ticks (-1.3mm), R=38 ticks (-1.2mm), Center=-1.2mm, Turn=-0.0°
2025-09-11 19:12:15,422 - INFO - 🔄 Movement: L=12 ticks (-0.4mm), R=11 ticks (-0.3mm), Center=-0.4mm, Turn=-0.0°
2025-09-11 19:12:15,438 - INFO - 🔄 Movement: L=44 ticks (-1.4mm), R=40 ticks (-1.3mm), Center=-1.3mm, Turn=-0.0°
2025-09-11 19:12:15,443 - INFO - 🔄 Movement: L=11 ticks (-0.3mm), R=11 ticks (-0.3mm), Center=-0.3mm, Turn=0.0°
2025-09-11 19:12:15,461 - INFO - 🔄 Movement: L=46 ticks (-1.4mm), R=42 ticks (-1.3mm), Center=-1.4mm, Turn=-0.0°
2025-09-11 19:12:15,483 - INFO - 🔄 Movement: L=52 ticks (-1.6mm), R=49 ticks (-1.5mm), Center=-1.6mm, Turn=-0.0°
2025-09-11 19:12:15,502 - INFO - 🔄 Movement: L=50 ticks (-1.6mm), R=47 ticks (-1.5mm), Center=-1.5mm, Turn=-0.0°
2025-09-11 19:12:15,523 - INFO - 🔄 Movement: L=54 ticks (-1.7mm), R=51 ticks (-1.6mm), Center=-1.7mm, Turn=-0.0°
2025-09-11 19:12:15,543 - INFO - 🔄 Movement: L=52 ticks (-1.6mm), R=49 ticks (-1.5mm), Center=-1.6mm, Turn=-0.0°
2025-09-11 19:12:15,564 - INFO - 🔄 Movement: L=51 ticks (-1.6mm), R=48 ticks (-1.5mm), Center=-1.6mm, Turn=-0.0°
2025-09-11 19:12:15,585 - INFO - 🔄 Movement: L=54 ticks (-1.7mm), R=52 ticks (-1.6mm), Center=-1.7mm, Turn=-0.0°
2025-09-11 19:12:15,606 - INFO - 🔄 Movement: L=53 ticks (-1.7mm), R=51 ticks (-1.6mm), Center=-1.6mm, Turn=-0.0°
2025-09-11 19:12:15,626 - INFO - 🔄 Movement: L=51 ticks (-1.6mm), R=50 ticks (-1.6mm), Center=-1.6mm, Turn=-0.0°
2025-09-11 19:12:15,647 - INFO - 🔄 Movement: L=46 ticks (-1.4mm), R=47 ticks (-1.5mm), Center=-1.5mm, Turn=0.0°
2025-09-11 19:12:15,665 - INFO - 🔄 Movement: L=44 ticks (-1.4mm), R=47 ticks (-1.5mm), Center=-1.4mm, Turn=0.0°
2025-09-11 19:12:15,686 - INFO - 🔄 Movement: L=41 ticks (-1.3mm), R=43 ticks (-1.4mm), Center=-1.3mm, Turn=0.0°
2025-09-11 19:12:15,708 - INFO - 🔄 Movement: L=43 ticks (-1.4mm), R=44 ticks (-1.4mm), Center=-1.4mm, Turn=0.0°
2025-09-11 19:12:15,724 - INFO - 🔄 Movement: L=41 ticks (-1.3mm), R=41 ticks (-1.3mm), Center=-1.3mm, Turn=0.0°
2025-09-11 19:12:15,729 - INFO - 🔄 Movement: L=13 ticks (-0.4mm), R=13 ticks (-0.4mm), Center=-0.4mm, Turn=0.0°
2025-09-11 19:12:15,745 - INFO - 🔄 Movement: L=43 ticks (-1.4mm), R=43 ticks (-1.4mm), Center=-1.4mm, Turn=0.0°
2025-09-11 19:12:15,750 - INFO - 🔄 Movement: L=13 ticks (-0.4mm), R=13 ticks (-0.4mm), Center=-0.4mm, Turn=0.0°
2025-09-11 19:12:15,766 - INFO - 🔄 Movement: L=41 ticks (-1.3mm), R=39 ticks (-1.2mm), Center=-1.3mm, Turn=-0.0°
2025-09-11 19:12:15,771 - INFO - 🔄 Movement: L=16 ticks (-0.5mm), R=16 ticks (-0.5mm), Center=-0.5mm, Turn=0.0°
2025-09-11 19:12:15,787 - INFO - 🔄 Movement: L=40 ticks (-1.3mm), R=38 ticks (-1.2mm), Center=-1.2mm, Turn=-0.0°
2025-09-11 19:12:15,792 - INFO - 🔄 Movement: L=15 ticks (-0.5mm), R=16 ticks (-0.5mm), Center=-0.5mm, Turn=0.0°
2025-09-11 19:12:15,807 - INFO - 🔄 Movement: L=38 ticks (-1.2mm), R=36 ticks (-1.1mm), Center=-1.2mm, Turn=-0.0°
2025-09-11 19:12:15,813 - INFO - 🔄 Movement: L=18 ticks (-0.6mm), R=17 ticks (-0.5mm), Center=-0.6mm, Turn=-0.0°
2025-09-11 19:12:15,828 - INFO - 🔄 Movement: L=37 ticks (-1.2mm), R=37 ticks (-1.2mm), Center=-1.2mm, Turn=0.0°
2025-09-11 19:12:15,833 - INFO - 🔄 Movement: L=19 ticks (-0.6mm), R=17 ticks (-0.5mm), Center=-0.6mm, Turn=-0.0°
2025-09-11 19:12:15,848 - INFO - 🔄 Movement: L=38 ticks (-1.2mm), R=38 ticks (-1.2mm), Center=-1.2mm, Turn=0.0°
2025-09-11 19:12:15,860 - INFO - 🔄 Movement: L=27 ticks (-0.8mm), R=24 ticks (-0.8mm), Center=-0.8mm, Turn=-0.0°
2025-09-11 19:12:15,865 - INFO - 🔄 Movement: L=29 ticks (-0.9mm), R=27 ticks (-0.9mm), Center=-0.9mm, Turn=-0.0°
2025-09-11 19:12:15,876 - INFO - 🔄 Movement: L=29 ticks (-0.9mm), R=29 ticks (-0.9mm), Center=-0.9mm, Turn=0.0°
2025-09-11 19:12:15,887 - INFO - 🔄 Movement: L=28 ticks (-0.9mm), R=27 ticks (-0.9mm), Center=-0.9mm, Turn=-0.0°
2025-09-11 19:12:15,897 - INFO - 🔄 Movement: L=28 ticks (-0.9mm), R=27 ticks (-0.9mm), Center=-0.9mm, Turn=-0.0°
2025-09-11 19:12:15,907 - INFO - 🔄 Movement: L=28 ticks (-0.9mm), R=25 ticks (-0.8mm), Center=-0.8mm, Turn=-0.0°
2025-09-11 19:12:15,918 - INFO - 🔄 Movement: L=31 ticks (-1.0mm), R=30 ticks (-0.9mm), Center=-1.0mm, Turn=-0.0°
2025-09-11 19:12:15,928 - INFO - 🔄 Movement: L=26 ticks (-0.8mm), R=24 ticks (-0.8mm), Center=-0.8mm, Turn=-0.0°
2025-09-11 19:12:15,939 - INFO - 🔄 Movement: L=31 ticks (-1.0mm), R=31 ticks (-1.0mm), Center=-1.0mm, Turn=0.0°
2025-09-11 19:12:15,949 - INFO - 🔄 Movement: L=21 ticks (-0.7mm), R=21 ticks (-0.7mm), Center=-0.7mm, Turn=0.0°
2025-09-11 19:12:15,959 - INFO - 🔄 Movement: L=34 ticks (-1.1mm), R=33 ticks (-1.0mm), Center=-1.1mm, Turn=-0.0°
2025-09-11 19:12:15,970 - INFO - 🔄 Movement: L=21 ticks (-0.7mm), R=21 ticks (-0.7mm), Center=-0.7mm, Turn=0.0°
2025-09-11 19:12:15,980 - INFO - 🔄 Movement: L=33 ticks (-1.0mm), R=33 ticks (-1.0mm), Center=-1.0mm, Turn=0.0°
2025-09-11 19:12:15,986 - INFO - 🔄 Movement: L=20 ticks (-0.6mm), R=19 ticks (-0.6mm), Center=-0.6mm, Turn=-0.0°
2025-09-11 19:12:16,001 - INFO - 🔄 Movement: L=35 ticks (-1.1mm), R=35 ticks (-1.1mm), Center=-1.1mm, Turn=0.0°
2025-09-11 19:12:16,006 - INFO - 🔄 Movement: L=21 ticks (-0.7mm), R=20 ticks (-0.6mm), Center=-0.6mm, Turn=-0.0°
2025-09-11 19:12:16,022 - INFO - 🔄 Movement: L=37 ticks (-1.2mm), R=36 ticks (-1.1mm), Center=-1.2mm, Turn=-0.0°
2025-09-11 19:12:16,027 - INFO - 🔄 Movement: L=17 ticks (-0.5mm), R=16 ticks (-0.5mm), Center=-0.5mm, Turn=-0.0°
2025-09-11 19:12:16,042 - INFO - 🔄 Movement: L=39 ticks (-1.2mm), R=38 ticks (-1.2mm), Center=-1.2mm, Turn=-0.0°
2025-09-11 19:12:16,054 - INFO - 🔄 Movement: L=17 ticks (-0.5mm), R=16 ticks (-0.5mm), Center=-0.5mm, Turn=-0.0°
2025-09-11 19:12:16,065 - INFO - 🔄 Movement: L=40 ticks (-1.3mm), R=39 ticks (-1.2mm), Center=-1.2mm, Turn=-0.0°
2025-09-11 19:12:16,069 - INFO - 🔄 Movement: L=14 ticks (-0.4mm), R=13 ticks (-0.4mm), Center=-0.4mm, Turn=-0.0°
2025-09-11 19:12:16,081 - INFO - 🔄 Movement: L=38 ticks (-1.2mm), R=39 ticks (-1.2mm), Center=-1.2mm, Turn=0.0°
2025-09-11 19:12:16,087 - INFO - 🔄 Movement: L=8 ticks (-0.3mm), R=14 ticks (-0.4mm), Center=-0.3mm, Turn=0.1°
2025-09-11 19:12:16,103 - INFO - 🔄 Movement: L=8 ticks (-0.3mm), R=34 ticks (-1.1mm), Center=-0.7mm, Turn=0.3°
2025-09-11 19:12:16,123 - INFO - 🔄 Movement: L=-5 ticks (0.2mm), R=33 ticks (-1.0mm), Center=-0.4mm, Turn=0.5°
2025-09-11 19:12:16,129 - INFO - 🔄 Movement: L=-4 ticks (0.1mm), R=11 ticks (-0.3mm), Center=-0.1mm, Turn=0.2°
2025-09-11 19:12:16,144 - INFO - 🔄 Movement: L=-12 ticks (0.4mm), R=32 ticks (-1.0mm), Center=-0.3mm, Turn=0.5°
2025-09-11 19:12:16,165 - INFO - 🔄 Movement: L=-19 ticks (0.6mm), R=34 ticks (-1.1mm), Center=-0.2mm, Turn=0.6°
2025-09-11 19:12:16,165 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-19, R=34 (diff=-53)
2025-09-11 19:12:16,185 - INFO - 🔄 Movement: L=-23 ticks (0.7mm), R=33 ticks (-1.0mm), Center=-0.2mm, Turn=0.7°
2025-09-11 19:12:16,185 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-23, R=33 (diff=-56)
2025-09-11 19:12:16,206 - INFO - 🔄 Movement: L=-27 ticks (0.8mm), R=31 ticks (-1.0mm), Center=-0.1mm, Turn=0.7°
2025-09-11 19:12:16,206 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-27, R=31 (diff=-58)
