2025-09-06 17:33:50,697 - INFO - ✅ Arduino ready and optimized
2025-09-06 17:33:50,708 - INFO - 🚀 Optimized Robot Controller Initialized
2025-09-06 17:33:50,708 - INFO - 📐 Differential Drive Specifications:
2025-09-06 17:33:50,708 - INFO -    Wheel diameter: 5.0 cm
2025-09-06 17:33:50,709 - INFO -    Wheel base: 15.0 cm
2025-09-06 17:33:50,709 - INFO -    Left motor: 4993 ticks/rev
2025-09-06 17:33:50,709 - INFO -    Right motor: 4966 ticks/rev
2025-09-06 17:33:50,709 - INFO -    Left resolution: 0.031 mm/tick
2025-09-06 17:33:50,709 - INFO -    Right resolution: 0.032 mm/tick
2025-09-06 17:33:50,709 - INFO -    360° turn needs: L=14979 ticks, R=14898 ticks
2025-09-06 17:33:50,710 - INFO - 🔄 High-performance threads started
2025-09-06 17:33:54,028 - INFO - 🔄 Movement: L=11 ticks (0.3mm), R=8 ticks (0.3mm), Center=0.3mm, Turn=-0.0°
2025-09-06 17:34:20,935 - INFO - 🔄 Movement: L=21 ticks (0.7mm), R=21 ticks (0.7mm), Center=0.7mm, Turn=0.0°
2025-09-06 17:34:20,945 - INFO - 🔄 Movement: L=53 ticks (1.7mm), R=49 ticks (1.5mm), Center=1.6mm, Turn=-0.0°
2025-09-06 17:34:20,951 - INFO - 🔄 Movement: L=23 ticks (0.7mm), R=20 ticks (0.6mm), Center=0.7mm, Turn=-0.0°
2025-09-06 17:34:20,970 - INFO - 🔄 Movement: L=58 ticks (1.8mm), R=53 ticks (1.7mm), Center=1.8mm, Turn=-0.1°
2025-09-06 17:34:20,970 - INFO - 🔄 Movement: L=13 ticks (0.4mm), R=12 ticks (0.4mm), Center=0.4mm, Turn=-0.0°
2025-09-06 17:34:20,987 - INFO - 🔄 Movement: L=62 ticks (2.0mm), R=57 ticks (1.8mm), Center=1.9mm, Turn=-0.1°
2025-09-06 17:34:20,997 - INFO - 🔄 Movement: L=13 ticks (0.4mm), R=13 ticks (0.4mm), Center=0.4mm, Turn=0.0°
2025-09-06 17:34:21,007 - INFO - 🔄 Movement: L=60 ticks (1.9mm), R=55 ticks (1.7mm), Center=1.8mm, Turn=-0.1°
2025-09-06 17:34:21,020 - INFO - 🔄 Movement: L=11 ticks (0.3mm), R=10 ticks (0.3mm), Center=0.3mm, Turn=-0.0°
2025-09-06 17:34:21,031 - INFO - 🔄 Movement: L=66 ticks (2.1mm), R=60 ticks (1.9mm), Center=2.0mm, Turn=-0.1°
2025-09-06 17:34:21,051 - INFO - 🔄 Movement: L=63 ticks (2.0mm), R=58 ticks (1.8mm), Center=1.9mm, Turn=-0.1°
2025-09-06 17:34:21,069 - INFO - 🔄 Movement: L=66 ticks (2.1mm), R=60 ticks (1.9mm), Center=2.0mm, Turn=-0.1°
2025-09-06 17:34:21,091 - INFO - 🔄 Movement: L=65 ticks (2.0mm), R=60 ticks (1.9mm), Center=2.0mm, Turn=-0.1°
2025-09-06 17:34:21,115 - INFO - 🔄 Movement: L=75 ticks (2.4mm), R=68 ticks (2.2mm), Center=2.3mm, Turn=-0.1°
2025-09-06 17:34:21,136 - INFO - 🔄 Movement: L=66 ticks (2.1mm), R=62 ticks (2.0mm), Center=2.0mm, Turn=-0.0°
2025-09-06 17:34:21,152 - INFO - 🔄 Movement: L=64 ticks (2.0mm), R=59 ticks (1.9mm), Center=1.9mm, Turn=-0.1°
2025-09-06 17:34:21,180 - INFO - 🔄 Movement: L=65 ticks (2.0mm), R=59 ticks (1.9mm), Center=2.0mm, Turn=-0.1°
2025-09-06 17:34:21,181 - INFO - 🔄 Movement: L=22 ticks (0.7mm), R=21 ticks (0.7mm), Center=0.7mm, Turn=-0.0°
2025-09-06 17:34:21,193 - INFO - 🔄 Movement: L=49 ticks (1.5mm), R=45 ticks (1.4mm), Center=1.5mm, Turn=-0.0°
2025-09-06 17:34:21,199 - INFO - 🔄 Movement: L=24 ticks (0.8mm), R=21 ticks (0.7mm), Center=0.7mm, Turn=-0.0°
2025-09-06 17:34:21,217 - INFO - 🔄 Movement: L=51 ticks (1.6mm), R=47 ticks (1.5mm), Center=1.5mm, Turn=-0.0°
2025-09-06 17:34:21,225 - INFO - 🔄 Movement: L=22 ticks (0.7mm), R=21 ticks (0.7mm), Center=0.7mm, Turn=-0.0°
2025-09-06 17:34:21,239 - INFO - 🔄 Movement: L=49 ticks (1.5mm), R=45 ticks (1.4mm), Center=1.5mm, Turn=-0.0°
2025-09-06 17:34:21,245 - INFO - 🔄 Movement: L=34 ticks (1.1mm), R=30 ticks (0.9mm), Center=1.0mm, Turn=-0.0°
2025-09-06 17:34:21,257 - INFO - 🔄 Movement: L=42 ticks (1.3mm), R=38 ticks (1.2mm), Center=1.3mm, Turn=-0.0°
2025-09-06 17:34:21,263 - INFO - 🔄 Movement: L=31 ticks (1.0mm), R=30 ticks (0.9mm), Center=1.0mm, Turn=-0.0°
2025-09-06 17:34:21,277 - INFO - 🔄 Movement: L=40 ticks (1.3mm), R=36 ticks (1.1mm), Center=1.2mm, Turn=-0.0°
2025-09-06 17:34:21,285 - INFO - 🔄 Movement: L=37 ticks (1.2mm), R=33 ticks (1.0mm), Center=1.1mm, Turn=-0.0°
2025-09-06 17:34:21,296 - INFO - 🔄 Movement: L=39 ticks (1.2mm), R=36 ticks (1.1mm), Center=1.2mm, Turn=-0.0°
2025-09-06 17:34:21,308 - INFO - 🔄 Movement: L=44 ticks (1.4mm), R=41 ticks (1.3mm), Center=1.3mm, Turn=-0.0°
2025-09-06 17:34:21,314 - INFO - 🔄 Movement: L=27 ticks (0.8mm), R=24 ticks (0.8mm), Center=0.8mm, Turn=-0.0°
2025-09-06 17:34:21,333 - INFO - 🔄 Movement: L=47 ticks (1.5mm), R=43 ticks (1.4mm), Center=1.4mm, Turn=-0.0°
2025-09-06 17:34:21,338 - INFO - 🔄 Movement: L=28 ticks (0.9mm), R=27 ticks (0.9mm), Center=0.9mm, Turn=-0.0°
2025-09-06 17:34:21,353 - INFO - 🔄 Movement: L=48 ticks (1.5mm), R=44 ticks (1.4mm), Center=1.5mm, Turn=-0.0°
2025-09-06 17:34:21,359 - INFO - 🔄 Movement: L=23 ticks (0.7mm), R=21 ticks (0.7mm), Center=0.7mm, Turn=-0.0°
2025-09-06 17:34:21,370 - INFO - 🔄 Movement: L=52 ticks (1.6mm), R=47 ticks (1.5mm), Center=1.6mm, Turn=-0.1°
2025-09-06 17:34:21,376 - INFO - 🔄 Movement: L=24 ticks (0.8mm), R=22 ticks (0.7mm), Center=0.7mm, Turn=-0.0°
2025-09-06 17:34:21,397 - INFO - 🔄 Movement: L=55 ticks (1.7mm), R=51 ticks (1.6mm), Center=1.7mm, Turn=-0.0°
2025-09-06 17:34:21,397 - INFO - 🔄 Movement: L=16 ticks (0.5mm), R=15 ticks (0.5mm), Center=0.5mm, Turn=-0.0°
2025-09-06 17:34:21,413 - INFO - 🔄 Movement: L=59 ticks (1.9mm), R=53 ticks (1.7mm), Center=1.8mm, Turn=-0.1°
2025-09-06 17:34:21,414 - INFO - 🔄 Movement: L=16 ticks (0.5mm), R=15 ticks (0.5mm), Center=0.5mm, Turn=-0.0°
2025-09-06 17:34:21,435 - INFO - 🔄 Movement: L=64 ticks (2.0mm), R=60 ticks (1.9mm), Center=2.0mm, Turn=-0.0°
2025-09-06 17:34:21,435 - INFO - 🔄 Movement: L=11 ticks (0.3mm), R=9 ticks (0.3mm), Center=0.3mm, Turn=-0.0°
2025-09-06 17:34:21,456 - INFO - 🔄 Movement: L=66 ticks (2.1mm), R=60 ticks (1.9mm), Center=2.0mm, Turn=-0.1°
2025-09-06 17:34:21,479 - INFO - 🔄 Movement: L=71 ticks (2.2mm), R=65 ticks (2.1mm), Center=2.1mm, Turn=-0.1°
2025-09-06 17:34:21,504 - INFO - 🔄 Movement: L=72 ticks (2.3mm), R=65 ticks (2.1mm), Center=2.2mm, Turn=-0.1°
2025-09-06 17:34:21,516 - INFO - 🔄 Movement: L=70 ticks (2.2mm), R=57 ticks (1.8mm), Center=2.0mm, Turn=-0.2°
2025-09-06 17:34:21,537 - INFO - 🔄 Movement: L=60 ticks (1.9mm), R=13 ticks (0.4mm), Center=1.1mm, Turn=-0.6°
2025-09-06 17:34:21,559 - INFO - 🔄 Movement: L=54 ticks (1.7mm), R=-9 ticks (-0.3mm), Center=0.7mm, Turn=-0.8°
2025-09-06 17:34:21,559 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=54, R=-9 (diff=63)
2025-09-06 17:34:21,580 - INFO - 🔄 Movement: L=49 ticks (1.5mm), R=-16 ticks (-0.5mm), Center=0.5mm, Turn=-0.8°
2025-09-06 17:34:21,580 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=49, R=-16 (diff=65)
2025-09-06 17:34:21,597 - INFO - 🔄 Movement: L=48 ticks (1.5mm), R=-23 ticks (-0.7mm), Center=0.4mm, Turn=-0.9°
2025-09-06 17:34:21,597 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=48, R=-23 (diff=71)
2025-09-06 17:34:21,602 - INFO - 🔄 Movement: L=12 ticks (0.4mm), R=-6 ticks (-0.2mm), Center=0.1mm, Turn=-0.2°
2025-09-06 17:34:21,618 - INFO - 🔄 Movement: L=43 ticks (1.4mm), R=-24 ticks (-0.8mm), Center=0.3mm, Turn=-0.8°
2025-09-06 17:34:21,618 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=43, R=-24 (diff=67)
2025-09-06 17:34:21,624 - INFO - 🔄 Movement: L=15 ticks (0.5mm), R=-9 ticks (-0.3mm), Center=0.1mm, Turn=-0.3°
2025-09-06 17:34:21,641 - INFO - 🔄 Movement: L=44 ticks (1.4mm), R=-28 ticks (-0.9mm), Center=0.2mm, Turn=-0.9°
2025-09-06 17:34:21,641 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=44, R=-28 (diff=72)
2025-09-06 17:34:21,646 - INFO - 🔄 Movement: L=19 ticks (0.6mm), R=-14 ticks (-0.4mm), Center=0.1mm, Turn=-0.4°
2025-09-06 17:34:21,657 - INFO - 🔄 Movement: L=37 ticks (1.2mm), R=-26 ticks (-0.8mm), Center=0.2mm, Turn=-0.8°
2025-09-06 17:34:21,657 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=37, R=-26 (diff=63)
2025-09-06 17:34:21,667 - INFO - 🔄 Movement: L=21 ticks (0.7mm), R=-15 ticks (-0.5mm), Center=0.1mm, Turn=-0.4°
2025-09-06 17:34:21,678 - INFO - 🔄 Movement: L=39 ticks (1.2mm), R=-28 ticks (-0.9mm), Center=0.2mm, Turn=-0.8°
2025-09-06 17:34:21,678 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=39, R=-28 (diff=67)
2025-09-06 17:34:21,683 - INFO - 🔄 Movement: L=21 ticks (0.7mm), R=-16 ticks (-0.5mm), Center=0.1mm, Turn=-0.4°
2025-09-06 17:34:21,699 - INFO - 🔄 Movement: L=36 ticks (1.1mm), R=-28 ticks (-0.9mm), Center=0.1mm, Turn=-0.8°
2025-09-06 17:34:21,699 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=36, R=-28 (diff=64)
2025-09-06 17:34:21,705 - INFO - 🔄 Movement: L=26 ticks (0.8mm), R=-19 ticks (-0.6mm), Center=0.1mm, Turn=-0.5°
2025-09-06 17:34:21,720 - INFO - 🔄 Movement: L=36 ticks (1.1mm), R=-28 ticks (-0.9mm), Center=0.1mm, Turn=-0.8°
2025-09-06 17:34:21,721 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=36, R=-28 (diff=64)
2025-09-06 17:34:21,726 - INFO - 🔄 Movement: L=24 ticks (0.8mm), R=-19 ticks (-0.6mm), Center=0.1mm, Turn=-0.5°
2025-09-06 17:34:21,742 - INFO - 🔄 Movement: L=35 ticks (1.1mm), R=-27 ticks (-0.9mm), Center=0.1mm, Turn=-0.7°
2025-09-06 17:34:21,742 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=35, R=-27 (diff=62)
2025-09-06 17:34:21,748 - INFO - 🔄 Movement: L=27 ticks (0.8mm), R=-22 ticks (-0.7mm), Center=0.1mm, Turn=-0.6°
2025-09-06 17:34:21,758 - INFO - 🔄 Movement: L=35 ticks (1.1mm), R=-29 ticks (-0.9mm), Center=0.1mm, Turn=-0.8°
2025-09-06 17:34:21,759 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=35, R=-29 (diff=64)
2025-09-06 17:34:21,769 - INFO - 🔄 Movement: L=28 ticks (0.9mm), R=-22 ticks (-0.7mm), Center=0.1mm, Turn=-0.6°
2025-09-06 17:34:21,780 - INFO - 🔄 Movement: L=35 ticks (1.1mm), R=-28 ticks (-0.9mm), Center=0.1mm, Turn=-0.8°
2025-09-06 17:34:21,780 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=35, R=-28 (diff=63)
2025-09-06 17:34:21,791 - INFO - 🔄 Movement: L=33 ticks (1.0mm), R=-27 ticks (-0.9mm), Center=0.1mm, Turn=-0.7°
2025-09-06 17:34:21,791 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=33, R=-27 (diff=60)
2025-09-06 17:34:21,797 - INFO - 🔄 Movement: L=27 ticks (0.8mm), R=-23 ticks (-0.7mm), Center=0.1mm, Turn=-0.6°
2025-09-06 17:34:21,812 - INFO - 🔄 Movement: L=35 ticks (1.1mm), R=-28 ticks (-0.9mm), Center=0.1mm, Turn=-0.8°
2025-09-06 17:34:21,813 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=35, R=-28 (diff=63)
2025-09-06 17:34:21,818 - INFO - 🔄 Movement: L=28 ticks (0.9mm), R=-24 ticks (-0.8mm), Center=0.1mm, Turn=-0.6°
2025-09-06 17:34:21,818 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=28, R=-24 (diff=52)
2025-09-06 17:34:21,829 - INFO - 🔄 Movement: L=35 ticks (1.1mm), R=-29 ticks (-0.9mm), Center=0.1mm, Turn=-0.8°
2025-09-06 17:34:21,829 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=35, R=-29 (diff=64)
2025-09-06 17:34:21,839 - INFO - 🔄 Movement: L=25 ticks (0.8mm), R=-21 ticks (-0.7mm), Center=0.1mm, Turn=-0.6°
2025-09-06 17:34:21,855 - INFO - 🔄 Movement: L=43 ticks (1.4mm), R=-36 ticks (-1.1mm), Center=0.1mm, Turn=-1.0°
2025-09-06 17:34:21,855 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=43, R=-36 (diff=79)
2025-09-06 17:34:21,861 - INFO - 🔄 Movement: L=21 ticks (0.7mm), R=-18 ticks (-0.6mm), Center=0.0mm, Turn=-0.5°
2025-09-06 17:34:21,871 - INFO - 🔄 Movement: L=43 ticks (1.4mm), R=-36 ticks (-1.1mm), Center=0.1mm, Turn=-1.0°
2025-09-06 17:34:21,872 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=43, R=-36 (diff=79)
2025-09-06 17:34:21,877 - INFO - 🔄 Movement: L=18 ticks (0.6mm), R=-15 ticks (-0.5mm), Center=0.0mm, Turn=-0.4°
2025-09-06 17:34:21,898 - INFO - 🔄 Movement: L=47 ticks (1.5mm), R=-40 ticks (-1.3mm), Center=0.1mm, Turn=-1.0°
2025-09-06 17:34:21,899 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=47, R=-40 (diff=87)
2025-09-06 17:34:21,899 - INFO - 🔄 Movement: L=17 ticks (0.5mm), R=-14 ticks (-0.4mm), Center=0.0mm, Turn=-0.4°
2025-09-06 17:34:21,921 - INFO - 🔄 Movement: L=60 ticks (1.9mm), R=-52 ticks (-1.6mm), Center=0.1mm, Turn=-1.3°
2025-09-06 17:34:21,922 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=60, R=-52 (diff=112)
2025-09-06 17:34:21,939 - INFO - 🔄 Movement: L=56 ticks (1.8mm), R=-47 ticks (-1.5mm), Center=0.1mm, Turn=-1.2°
2025-09-06 17:34:21,939 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=56, R=-47 (diff=103)
2025-09-06 17:34:21,961 - INFO - 🔄 Movement: L=51 ticks (1.6mm), R=-44 ticks (-1.4mm), Center=0.1mm, Turn=-1.1°
2025-09-06 17:34:21,961 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=51, R=-44 (diff=95)
2025-09-06 17:34:21,967 - INFO - 🔄 Movement: L=19 ticks (0.6mm), R=-16 ticks (-0.5mm), Center=0.0mm, Turn=-0.4°
2025-09-06 17:34:21,985 - INFO - 🔄 Movement: L=46 ticks (1.4mm), R=-39 ticks (-1.2mm), Center=0.1mm, Turn=-1.0°
2025-09-06 17:34:21,985 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=46, R=-39 (diff=85)
2025-09-06 17:34:21,985 - INFO - 🔄 Movement: L=17 ticks (0.5mm), R=-14 ticks (-0.4mm), Center=0.0mm, Turn=-0.4°
2025-09-06 17:34:22,001 - INFO - 🔄 Movement: L=44 ticks (1.4mm), R=-38 ticks (-1.2mm), Center=0.1mm, Turn=-1.0°
2025-09-06 17:34:22,001 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=44, R=-38 (diff=82)
2025-09-06 17:34:22,006 - INFO - 🔄 Movement: L=20 ticks (0.6mm), R=-16 ticks (-0.5mm), Center=0.1mm, Turn=-0.4°
2025-09-06 17:34:22,023 - INFO - 🔄 Movement: L=44 ticks (1.4mm), R=-38 ticks (-1.2mm), Center=0.1mm, Turn=-1.0°
2025-09-06 17:34:22,026 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=44, R=-38 (diff=82)
2025-09-06 17:34:22,032 - INFO - 🔄 Movement: L=22 ticks (0.7mm), R=-18 ticks (-0.6mm), Center=0.1mm, Turn=-0.5°
2025-09-06 17:34:22,046 - INFO - 🔄 Movement: L=39 ticks (1.2mm), R=-34 ticks (-1.1mm), Center=0.1mm, Turn=-0.9°
2025-09-06 17:34:22,047 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=39, R=-34 (diff=73)
2025-09-06 17:34:22,052 - INFO - 🔄 Movement: L=33 ticks (1.0mm), R=-28 ticks (-0.9mm), Center=0.1mm, Turn=-0.7°
2025-09-06 17:34:22,052 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=33, R=-28 (diff=61)
2025-09-06 17:34:22,067 - INFO - 🔄 Movement: L=32 ticks (1.0mm), R=-26 ticks (-0.8mm), Center=0.1mm, Turn=-0.7°
2025-09-06 17:34:22,067 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=32, R=-26 (diff=58)
2025-09-06 17:34:22,075 - INFO - 🔄 Movement: L=31 ticks (1.0mm), R=-28 ticks (-0.9mm), Center=0.0mm, Turn=-0.7°
2025-09-06 17:34:22,075 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=31, R=-28 (diff=59)
2025-09-06 17:34:22,080 - INFO - 🔄 Movement: L=33 ticks (1.0mm), R=-27 ticks (-0.9mm), Center=0.1mm, Turn=-0.7°
2025-09-06 17:34:22,081 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=33, R=-27 (diff=60)
2025-09-06 17:34:22,100 - INFO - 🔄 Movement: L=33 ticks (1.0mm), R=-28 ticks (-0.9mm), Center=0.1mm, Turn=-0.7°
2025-09-06 17:34:22,100 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=33, R=-28 (diff=61)
2025-09-06 17:34:22,101 - INFO - 🔄 Movement: L=28 ticks (0.9mm), R=-25 ticks (-0.8mm), Center=0.0mm, Turn=-0.6°
2025-09-06 17:34:22,101 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=28, R=-25 (diff=53)
2025-09-06 17:34:22,113 - INFO - 🔄 Movement: L=35 ticks (1.1mm), R=-29 ticks (-0.9mm), Center=0.1mm, Turn=-0.8°
2025-09-06 17:34:22,113 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=35, R=-29 (diff=64)
2025-09-06 17:34:22,128 - INFO - 🔄 Movement: L=30 ticks (0.9mm), R=-26 ticks (-0.8mm), Center=0.1mm, Turn=-0.7°
2025-09-06 17:34:22,130 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=30, R=-26 (diff=56)
2025-09-06 17:34:22,135 - INFO - 🔄 Movement: L=33 ticks (1.0mm), R=-29 ticks (-0.9mm), Center=0.1mm, Turn=-0.7°
2025-09-06 17:34:22,135 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=33, R=-29 (diff=62)
2025-09-06 17:34:22,150 - INFO - 🔄 Movement: L=28 ticks (0.9mm), R=-24 ticks (-0.8mm), Center=0.1mm, Turn=-0.6°
2025-09-06 17:34:22,150 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=28, R=-24 (diff=52)
2025-09-06 17:34:22,157 - INFO - 🔄 Movement: L=36 ticks (1.1mm), R=-30 ticks (-0.9mm), Center=0.1mm, Turn=-0.8°
2025-09-06 17:34:22,157 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=36, R=-30 (diff=66)
2025-09-06 17:34:22,162 - INFO - 🔄 Movement: L=27 ticks (0.8mm), R=-14 ticks (-0.4mm), Center=0.2mm, Turn=-0.5°
2025-09-06 17:34:22,176 - INFO - 🔄 Movement: L=32 ticks (1.0mm), R=-6 ticks (-0.2mm), Center=0.4mm, Turn=-0.5°
2025-09-06 17:34:22,181 - INFO - 🔄 Movement: L=24 ticks (0.8mm), R=1 ticks (0.0mm), Center=0.4mm, Turn=-0.3°
2025-09-06 17:34:22,192 - INFO - 🔄 Movement: L=33 ticks (1.0mm), R=6 ticks (0.2mm), Center=0.6mm, Turn=-0.3°
2025-09-06 17:34:22,202 - INFO - 🔄 Movement: L=24 ticks (0.8mm), R=8 ticks (0.3mm), Center=0.5mm, Turn=-0.2°
2025-09-06 17:34:22,213 - INFO - 🔄 Movement: L=32 ticks (1.0mm), R=13 ticks (0.4mm), Center=0.7mm, Turn=-0.2°
2025-09-06 17:34:22,223 - INFO - 🔄 Movement: L=22 ticks (0.7mm), R=10 ticks (0.3mm), Center=0.5mm, Turn=-0.1°
2025-09-06 17:34:22,234 - INFO - 🔄 Movement: L=36 ticks (1.1mm), R=20 ticks (0.6mm), Center=0.9mm, Turn=-0.2°
2025-09-06 17:34:22,244 - INFO - 🔄 Movement: L=23 ticks (0.7mm), R=13 ticks (0.4mm), Center=0.6mm, Turn=-0.1°
2025-09-06 17:34:22,260 - INFO - 🔄 Movement: L=38 ticks (1.2mm), R=25 ticks (0.8mm), Center=1.0mm, Turn=-0.2°
2025-09-06 17:34:22,260 - INFO - 🔄 Movement: L=18 ticks (0.6mm), R=13 ticks (0.4mm), Center=0.5mm, Turn=-0.1°
2025-09-06 17:34:22,276 - INFO - 🔄 Movement: L=43 ticks (1.4mm), R=30 ticks (0.9mm), Center=1.2mm, Turn=-0.2°
2025-09-06 17:34:22,281 - INFO - 🔄 Movement: L=19 ticks (0.6mm), R=14 ticks (0.4mm), Center=0.5mm, Turn=-0.1°
2025-09-06 17:34:22,297 - INFO - 🔄 Movement: L=46 ticks (1.4mm), R=35 ticks (1.1mm), Center=1.3mm, Turn=-0.1°
2025-09-06 17:34:22,302 - INFO - 🔄 Movement: L=15 ticks (0.5mm), R=12 ticks (0.4mm), Center=0.4mm, Turn=-0.0°
2025-09-06 17:34:22,323 - INFO - 🔄 Movement: L=51 ticks (1.6mm), R=41 ticks (1.3mm), Center=1.5mm, Turn=-0.1°
2025-09-06 17:34:22,324 - INFO - 🔄 Movement: L=13 ticks (0.4mm), R=12 ticks (0.4mm), Center=0.4mm, Turn=-0.0°
2025-09-06 17:34:22,339 - INFO - 🔄 Movement: L=51 ticks (1.6mm), R=42 ticks (1.3mm), Center=1.5mm, Turn=-0.1°
2025-09-06 17:34:22,345 - INFO - 🔄 Movement: L=12 ticks (0.4mm), R=11 ticks (0.3mm), Center=0.4mm, Turn=-0.0°
2025-09-06 17:34:22,361 - INFO - 🔄 Movement: L=56 ticks (1.8mm), R=47 ticks (1.5mm), Center=1.6mm, Turn=-0.1°
2025-09-06 17:34:22,361 - INFO - 🔄 Movement: L=12 ticks (0.4mm), R=10 ticks (0.3mm), Center=0.3mm, Turn=-0.0°
2025-09-06 17:34:22,382 - INFO - 🔄 Movement: L=58 ticks (1.8mm), R=51 ticks (1.6mm), Center=1.7mm, Turn=-0.1°
2025-09-06 17:34:22,403 - INFO - 🔄 Movement: L=64 ticks (2.0mm), R=55 ticks (1.7mm), Center=1.9mm, Turn=-0.1°
2025-09-06 17:34:22,424 - INFO - 🔄 Movement: L=66 ticks (2.1mm), R=59 ticks (1.9mm), Center=2.0mm, Turn=-0.1°
2025-09-06 17:34:22,447 - INFO - 🔄 Movement: L=67 ticks (2.1mm), R=59 ticks (1.9mm), Center=2.0mm, Turn=-0.1°
2025-09-06 17:34:22,463 - INFO - 🔄 Movement: L=68 ticks (2.1mm), R=60 ticks (1.9mm), Center=2.0mm, Turn=-0.1°
2025-09-06 17:34:22,485 - INFO - 🔄 Movement: L=68 ticks (2.1mm), R=62 ticks (2.0mm), Center=2.1mm, Turn=-0.1°
2025-09-06 17:34:22,505 - INFO - 🔄 Movement: L=70 ticks (2.2mm), R=63 ticks (2.0mm), Center=2.1mm, Turn=-0.1°
2025-09-06 17:34:22,527 - INFO - 🔄 Movement: L=69 ticks (2.2mm), R=62 ticks (2.0mm), Center=2.1mm, Turn=-0.1°
2025-09-06 17:34:22,549 - INFO - 🔄 Movement: L=71 ticks (2.2mm), R=66 ticks (2.1mm), Center=2.2mm, Turn=-0.1°
2025-09-06 17:34:22,565 - INFO - 🔄 Movement: L=68 ticks (2.1mm), R=62 ticks (2.0mm), Center=2.1mm, Turn=-0.1°
2025-09-06 17:34:22,586 - INFO - 🔄 Movement: L=69 ticks (2.2mm), R=61 ticks (1.9mm), Center=2.1mm, Turn=-0.1°
2025-09-06 17:34:22,608 - INFO - 🔄 Movement: L=64 ticks (2.0mm), R=59 ticks (1.9mm), Center=1.9mm, Turn=-0.1°
2025-09-06 17:34:22,609 - INFO - 🔄 Movement: L=11 ticks (0.3mm), R=10 ticks (0.3mm), Center=0.3mm, Turn=-0.0°
2025-09-06 17:34:22,629 - INFO - 🔄 Movement: L=64 ticks (2.0mm), R=57 ticks (1.8mm), Center=1.9mm, Turn=-0.1°
2025-09-06 17:34:22,630 - INFO - 🔄 Movement: L=12 ticks (0.4mm), R=11 ticks (0.3mm), Center=0.4mm, Turn=-0.0°
2025-09-06 17:34:22,649 - INFO - 🔄 Movement: L=58 ticks (1.8mm), R=54 ticks (1.7mm), Center=1.8mm, Turn=-0.0°
2025-09-06 17:34:22,649 - INFO - 🔄 Movement: L=17 ticks (0.5mm), R=15 ticks (0.5mm), Center=0.5mm, Turn=-0.0°
2025-09-06 17:34:22,664 - INFO - 🔄 Movement: L=59 ticks (1.9mm), R=54 ticks (1.7mm), Center=1.8mm, Turn=-0.1°
2025-09-06 17:34:22,670 - INFO - 🔄 Movement: L=14 ticks (0.4mm), R=13 ticks (0.4mm), Center=0.4mm, Turn=-0.0°
